Username;Comment
gazelllleh;@niooshataefi_ @riyana_reyhaneh پيام بهشون بديد
narges33765;میگن که بلیط قطار برای ایرانی اا رایگانه که
p.a.r.y;😢😍🤩
gazelllleh;@elinaa.1996 اگر مسيرتون به برلين نزديك هست خيلى ميصرفه در غير اين صورت خيلى خيلى اذيت ميشيد با regional
ro_ra33;@cafecandygardsten از مالمو می‌دونم دارن اتوبوس می‌گیرن
m.a.s.iiiiii.gh;درود به شرف همه شما عزیزانم کامنتهای قشنگتون  بوی اتحادو همدلی میده خواندم و لذت بردم 😭هموطنای گلم. از ایرآن،مشهد. دعای خیرم بدرقه راهتان 🙏❤❤❤❤❤❤❤
royaart;از لندن اگه بود بمن خبر بدید ✌️
ro_ra33;@cafecandygardsten @naeimehdoostdar از پیج ایشون می‌تونید مالمو رو پیگیری کنید
gazelllleh;@allabout_rey azizam az Düsseldorf ham mitoni biay, man nazdik Aachen hastam. Daneshjoo am mitoni shab biay pish man.
ashkan5112;@pedram_roshani_tabrizi  بچه های کارلسروهه اتوبوس به تعداد ۷۹ نفر رزرو دارن میتونید هماهنگ کنیداگه پر نشده از اونجا برید!
sahar_azadi_1401;@_zhr_ezti_ توی فیسبوک دیدم یه سریا اتوبوس گرفتن از استکهلم
fatemeh._m.k;@s.s.s993 تونه مخ داری نه شعور من آدمم به تمام معنا  تو نیستی
daradodange;Khedmat az mast.az saat 14 ta 15 elissenbrunnen ghadameton be roye cheshm be omide azadi pas farda mibinameton🙏🏼🙏🏼🙏🏼👏🏽
sbahrami1989;@daradodange 🙏✌️❤️ممنونم عزیزم به امید آزادی ایران و ایرانی
areflangerodi;@fati.uninet dorod bar to😍❤️🙌
_s.rdmn_;@sarbazevatan_999  @hastihosseyni  hasti jan bebin injuri mituni beri
___melikaaa__;Kasi hast k az Kiel bekhad bere?mamnon misham etela bdin🙏🏻🙌🏻
trok91;@masemarshal من اززشمال نروژ میام.. میتونم خودمو برسونم استکهلم دو تا پرواز دارم.. هزینه بنزینم میدم.. چه سلعتی حرکت میکنید.. ی ه
siamak_esterabadi;@amirali_mofidian berin sedaaaye hame bashin , az gorgan k bokhari boland nemishe felan , vali to sedaye gorgan bash unja🔥
zohrehhejazi;@hbastami_ 👏😂
s.s.s993;@fatemeh._m.k  خدایی از چی این کشور راضی ها؟؟؟اگه به  اسلام اعتقاد داری  چرا وقتی اینا اختلاس میکنن اعتراض نمیکنی و فقط غمتون روسری  مردمه اگه امام حسین قبول دارین باید بدونین برای چی قیام کرد!!!!نمیدونم از چی این مملکت راضین فقط از این میترسین که سوریه نشیم  اینارو اونا به خوردمون دادن که متحد نباشیم.
trok91;@masemarshal هنوز جا دارید؟
daradodange;Khahesh mikonam vazifast be omide azadie iranemon♥️🙏🏼👏🏽👏🏽
fujantolooiyan;@sarbazevatan_999 سلام ما دو‌نفر هستیم از گلاد باخ میشه اگه جا دارین لطفا ساعت حرکت وقت و برگشت رو بگین
mujganyasemie;منم ایالت بایر هستم خیلی خیلی دوست داشتم بیام و شرکت کنم ولی مرخصی بهم نمیدن .چون تا یکشنبه شب باید سرکار باشیم .ولی با استوری کردن و پیام‌های مهم خواهان سرنگونی حکومت ننگین اسلامی هستیم .البته ما هم در شهرمون تظاهرات داریم فردا
zhamidi_70;دمت گرم👏👏❤️❤️❤️
mahdimostajeran67;@_saara_farhadipor موفق باشی🙌 دمت گرمه و مطمئن هستم که قلبت چطور برای اینجا میتپه👏😍 مرسی
zohrehhejazi;@baharasarbar @sinabtc کامنت بدین
hannah.andromeda;بچه ها من یه شهر نزدیک اسن هستم، کسی هست با هم بریم؟؟ کلا در NRW کسی هست؟؟
zohrehhejazi;@eli_bahrami جا دارین دونفر؟
hannah.andromeda;@daradodange سلام عزیز، من اسن هستم...شما از این مسیر رد میشید؟؟؟
hannah.andromeda;@sinainajaflou سلام،یعنی با ماشین تشریف میاریدس آلمان؟
daradodange;@hannah.andromeda dorod be shoma.ino vaghan hanoz nemidonam
masemarshal;"ما داریم ماشین اجاره می‌کنیم الان دو  نفریم اگر دوست دیگرم بیاد می‌شیم سه تا. دو نفر دیگر گفتند شاید، پاسخ نهایی ندادند.
از جمعه تا یک‌شنبه 
هزینه ماشین حدودا ۲۲۰۰ و سوخت حدودا ۲۵۰۰ = ۴۷۰۰ 
فکر می‌کنم عوارض و پول کشتی هم باید بدیم ، حدود ۵۰۰۰ تقسیم بر ۴ یا ۵ می‌کنیم."
freedom.pursuit2;@masemarshal درک میکنم. ظاهرا خیلی ها از سوئد هستند، فکر کنم بتونید یه تعداد با هم بیاد.
saeed.n.hamdy;@nima_s_h23 میخواستم برات بفرستم اینو دیدم اینجایی✌️
delaaraambanoo;@sinainajaflou کجای سوئد هستی
msn_mrd;بچه ها از بوداپست کسی میره آیا؟ و اینکه برلین برای یه شب هاستل قیمت مناسب کسی میشناسه اسمشو بگه لطفن، ممنون ✌️
hannah.andromeda;@shafiansanaz منم یک دانشجو هستم، تازه هم اومدم آلمان یک شهر دور افتاده از همه دورم 😢 و  واقعاً دمتون گرم، واقعاً آدم سختشه درخواست کمک برای بلیت، اما چون واقعاً خرید یورو،  حتی اپ بانک ایران هم بسته است، ممنون برای اظهار آمادگی، من تمام تلاشمو میکنم ببینم کسی پیدا میشه باهاش برم، ولی اگه نشد، ممنون میشم هر ، کس میتونه،  جای میلیونها نفر دلم داغ دیده و فریااااد داره
parmissep;Hichvaght enghadr etehad beyne mardom nadidam, be Irano Irani eftekhar mikonam, ma bishomarim 🖤
sinainajaflou;@hannah.andromeda سلام، ببخشید اگر واضح ننوشتم. منظورم این هست که اگر شهر دیگری باشند من خودم رو به اونها میرسونم.
ykeshavarz;پیغام شخصی بده به من لطفا
sinainajaflou;@delaaraambanoo سلام‌ من سوئیس هستم
zohrehhejazi;@mrs_zara_uk گروهتون مال کدوم شهره؟
n.a.a.n.i;چقدر همتون قشنگین آخه😭😭
allabout_rey;@gazelllleh اخی عزیزم ممنون 🥹🥹
_ha.eli_;@ati_shafee @dokhtare_iranam_2022
hannah.andromeda;@fati.uninet جا دارید هنوز؟, فاطمه جان؟
hannah.andromeda;@so0daabeh من هم اسن هستم :)
hannah.andromeda;@nazmehr لطفاً دایرکتتون رو چک میکنید؟
arman.rajabi68;سلام امیدوارم کە خوب باشید من و ٢ تا از فامیلام می خوایم بیایم برلین ،اگە پیشنهادی دارید بە من بگید برایە رفتن ممنون می شم ،هزینە رفت و برگشت را هم پرداخت می کنیم
micro.monirehyaghoubi;من از ایران....😢✋ فقط خواستم بگم دمتون گرم سرتون سلامت😘♥️ به امید آزادی 🌱🌱🌱
masi.mamas;وای خدا باورم نمیشه 🥺🥺🥺عاشقتونم 🕊️🕊️🤍به امید روز های خوب 🕊️ما توایران دلگرم میشیم🤍🤍🤍
haniganjali;@mamdd._ سلام، من میتونم شب ۲۱ ام اونجا باشم؟
ehsan.azarhzin78;سلام من از لبچال میرم کسی هست بیاد
hannah.andromeda;@jalal6039_s_s_f اگر نتونم از کلن با دوسلدورف همراه شما خواهم آمد
micro.monirehyaghoubi;کی مثه من از ایران داره تک تک کامنتارو میخونه و اشک‌نیریزه واسه اینهمه همدلی؟؟؟😭😭😭😭
gloryfis;@elmira_hassanloo ma ham asheghetoonim elmira ❤️ movazebe khodeton bashid
hannah.andromeda;@nassim.mim من منتظر پیام دوستانم هستم...اگر جور نشه، هستم
gloryfis;@mina_hr.__ ❤️❤️❤️
amirali_mofidian;@siamak_esterabadi ba 2 ta a dustam miram
shiva_afhami;قربون همتون برم با این همه اتحاد و همدلی ❤️😍 #ایرانی
hannah.andromeda;@daradodange میشه لطفاً چک کنید؟
sasan_shafii;@zohrehhejazi تشکر🖤
zohrehhejazi;@_zmft_ @Minahoss
sasan_shafii;@samiranikbakht درود،من کانتون برن هستم،دنبال یه تیمم که بتونم همراش برم،دو نفریم
pariababadi;Dustan manam berlinam, zarfiate mehmunam tu khune por shode! Ama baz age kasi komaki khast dar khedmatam! ✌🏻❤️ #mahsaamini
jawad.khorasani;Koja hastin ?
sbahrami1989;@jawad.khorasani آخن
minashafiee_de;@bahar.27.a ایمان دارم بهش
daradodange;@hannah.andromeda ino bayad az sherkat Otubus rani beporsam mitonam ta doshanbe beheton khabar bedam
tawafi_m;اتحاد بين ايرانيها بى سابقه هست خيلى زيباست 💜👌🌻
shabz.04;@roshanak_29 man ham az ldn miriam mitoonam 7seaters car begiram va hameh chip in konim btw FREE iran
_zmft_;@zohrehhejazi ??
laura.d783;@roshanak_29 من هم منچستر هستم و دوست دارم شرکت کنم ایا شما راهی پیدا کردید؟
tannaz_ghb;"اگر كسي از لندن با ماشين ميره من يكنفر هستم لطفا"" بگين منم (پسر) بيام (من از طرف برادرم كامنت گذاشتم)"
hannah.andromeda;@daradodange ممنونم در دایرکت بهتون پیام میفرستم
arezoo.olfati;پر توان شرکت می کنیم برای آزادی ایران
daradodange;@hannah.andromeda بله حتما با افتخار🙏🏼
hadis.m.o.l.a.i.e;از لندن کسی میره؟ لطفا اگر کسی هست اطلاع بده
chehlo4;@adineh_08 :) moraqeb khodetun bashid, bashe?
chehlo4;Ziba bood👏
newshair;اتوبوس از کپنهاک به برلین هماهنگ‌ شده 🕊❤️💪 #مهسا_امینی
dorsaip;@shabz.04 مرسی خبر میدم لطف کردید ،
chehlo4;Safar bikhatar doostay qarib vali ashena♥️🤍
hediehyazdi;Dear friends - if you are in need of a ticket, please DM me. ❤️ with love from the USA!
toranj_art_academy;www.etsy.com/fr/shop/parisartbank
_maria_rsa_;@sasan_shafii @farzad1295
sorniktravel;"@cafecandygardsten از استکهلم دوستان اتوبوس گرفتن و هزینه اش ۱۵۰۰ کرونه، جمعه شب رفت و شنبه شب برگشت؛ پیغام رو گم کردم🥺"
_maria_rsa_;@farzad1295
asiehard;سلام دوستان من و دوستم دانشجو هستیم و از شهر اسن ، اگر کسی با ماشین میره و امکان داره با هم بریم تا برای ما هم هزینه مناسب تر بشه
shaydayadegar;@noireroshan
aref.amoo;@mili_asadi_12 سلام دادش ما از اشتوگارد ۴نفر هستیم امکان داره پیش شما شب بمونیم
minafallahh2;@fari_ramin سلام من از بلژیک هستم ، میشه به من هم اطلاع بدین
m.najiii75;@avale.mehr عزيزم چطوري جلوي اشكهام رو بگيرم من از لندن دارم ميرم وجاي تو پاهامو به زمين ميكوبم براي ازادي ايرانم😭😭😭😭
mrs_zara_uk;@laura.d783 دایرکت بدین لطفا
leila.moghadasii;دم همگی گرم. واقعا خوندن کامنت ها دلگرمی میده بهمون 😢... به امید ایران آزاد 🕊️
amirarab_dk;@hasti__ka لطفا آخرین پست من رو چک کنید
amirarab_dk;@ata_eslamboulchilar 🙏🙏⚘️
amirarab_dk;@tuska.mam آخرین پست من رو چک کنید
hooman____ta;از میلان کسی میره؟؟
amirarab_dk;بچه ها ما از کپنهاگ اتوبوس گرفتیم ، برای روز شنبه ، هرکی میاد بهم پیام بده تا هماهنگ کنیم 🤞🤞🤞
